"top10.word","top10.tf_idf"
"用户",1.28541588912567
"赞赞",1.101785047822
"会员",0.834526487862838
"太棒了",0.808821159262312
"内容",0.709769615877154
"评价",0.709769615877154
"密码",0.604901594882666
"喵",0.571295950722518
"有酷",0.571295950722518
"好快",0.571295950722518
"问",0.556064546992839
"广告",0.531351381342932
"省心",0.514166355650266
"太难用",0.514166355650266
"云",0.514166355650266
"杠杆",0.514166355650266
"有小爱",0.514166355650266
"超快",0.494279597326968
"优酷",0.494279597326968
"音色",0.494279597326968
"微",0.46742395968206
"后期",0.444851637594271
"碍事",0.428471963041888
"挡住",0.428471963041888
"口",0.428471963041888
"口会",0.428471963041888
"不贵",0.428471963041888
"歌",0.428471963041888
"细心",0.417263243931419
"无线",0.404305126783455
"音箱",0.404305126783455
"唯一",0.404305126783455
"攻略",0.395512581269435
"卫视",0.395512581269435
"央视",0.395512581269435
"边窄",0.395512581269435
"天气炎热",0.395512581269435
"靓丽",0.395512581269435
"色彩鲜艳",0.395512581269435
"挂",0.394106363208777
"快捷",0.375536919538277
"操作系统",0.375536919538277
"路由器",0.375536919538277
"孩子",0.375536919538277
"送",0.372211565252734
"几天",0.372211565252734
"色彩艳丽",0.372211565252734
"开关机",0.370709697995226
"款式",0.370709697995226
"实物",0.370709697995226
"非常丰富",0.370709697995226
"综艺",0.370709697995226
"客服",0.368054872395805
"出去玩",0.367261682607333
"看剧",0.367261682607333
"拿到",0.367261682607333
"畅销",0.367261682607333
"服务周到",0.367261682607333
"深受",0.367261682607333
"晓得",0.367261682607333
"适合",0.357515175269629
"好用",0.353222564406856
"点",0.353222564406856
"康佳",0.342777570433511
"浓厚",0.342777570433511
"合金",0.342777570433511
"美中不足",0.342777570433511
"杠杠",0.342777570433511
"真好",0.342193567380209
"超棒",0.341397199580252
"商品",0.341397199580252
"下载",0.340246890535869
"资源",0.340246890535869
"挺大",0.336920938986213
"无敌",0.336920938986213
"能用",0.336920938986213
"剧",0.336920938986213
"追评",0.33499040872746
"帮",0.327159886574049
"试",0.327159886574049
"耐心",0.327159886574049
"操作",0.3230606063773
"挂装",0.321353972281416
"购前",0.321353972281416
"回答",0.321353972281416
"选了",0.321353972281416
"一个多",0.321353972281416
"顺手",0.317751169710194
"喜爱",0.317751169710194
"哈哈哈",0.317751169710194
"机",0.313889225333746
"亮丽",0.311003943679581
"明亮",0.311003943679581
"缺点",0.311003943679581
"软件",0.30900976099081
"发货",0.306222201482282
"反复",0.302450797441333
"工作",0.302450797441333
"量尺",0.302450797441333
"生怕",0.302450797441333
"歪",0.302450797441333
"适",0.302450797441333
"动弹",0.302450797441333
"亲民",0.302450797441333
"两年",0.296567758396181
"塑料",0.296567758396181
"连接",0.294443897916644
"配合",0.294443897916644
"字体",0.293809346085866
"直播",0.291296007589096
"还给",0.288874553490982
"讲",0.288874553490982
"音响效果",0.288874553490982
"专业",0.286301577671236
"大客厅",0.285647975361259
"金属外壳",0.285647975361259
"完美",0.278714686383868
"智能",0.278378314819609
"配置",0.274376828370429
"网上",0.271709664928351
"精致",0.271709664928351
"物美价廉",0.271709664928351
"卡顿",0.271709664928351
"听觉",0.270613871394877
"棒极了",0.270613871394877
"搜索",0.26953675118897
"超赞",0.26953675118897
"支架",0.26953675118897
"算",0.268240656813055
"棒棒",0.267676270833313
"好多",0.266312783953946
"价位",0.265675690671466
"正",0.261677433878983
"刺眼",0.261677433878983
"挂架",0.261677433878983
"麻烦",0.261677433878983
"窄边",0.261677433878983
"商家",0.261677433878983
"态度",0.257684929790354
"厚度",0.257684929790354
"找个",0.257083177825133
"汗毛",0.257083177825133
"几根",0.257083177825133
"接",0.257083177825133
"看得清",0.257083177825133
"人物",0.257083177825133
"长",0.257083177825133
"追加",0.252690704239659
"够用",0.252690704239659
"小时",0.252690704239659
"最终",0.252690704239659
"舒适",0.250357946358851
"大屏",0.250357946358851
"前",0.250357946358851
"装",0.245827185188257
"支持",0.244136064148469
"正好",0.243361335540045
"开机",0.238436809216519
"没话说",0.237826545166738
"给力",0.235555539601756
"机身",0.235555539601756
"挺高",0.23413244083909
"不让",0.23371197984103
"奢求",0.23371197984103
"修理",0.23371197984103
"这放",0.23371197984103
"正面",0.23371197984103
"美",0.23371197984103
"忠实",0.23371197984103
"大同小异",0.23371197984103
"机都",0.23371197984103
"看重",0.23371197984103
"原因",0.23371197984103
"确实",0.228647356975357
"家人",0.228268100531953
"米",0.228268100531953
"包装",0.22512917986065
"卖",0.223550589413159
"国产机",0.223550589413159
"兼容性",0.223550589413159
"十足",0.223550589413159
"不齐",0.223550589413159
"近似",0.223550589413159
"日常",0.223550589413159
"有限",0.223550589413159
"架",0.223550589413159
"验货",0.222425818797136
"自动",0.222425818797136
"四个",0.222425818797136
"无线网",0.222425818797136
"正品",0.222425818797136
"超薄",0.221237577763677
"杜比",0.221237577763677
"讲解",0.220904070316633
"太多",0.220904070316633
"柔和",0.220904070316633
"爽",0.218730143915916
"配送",0.218730143915916
"员",0.218730143915916
"卖家",0.218543311774841
"金属",0.218390651039124
"很棒",0.218178858461635
"音响",0.215370439478444
"想",0.214726183253427
"东西",0.214726183253427
"买选",0.214235981520944
"屏才",0.214235981520944
"划算",0.213050227163156
"平时",0.212792171991292
"礼貌",0.212792171991292
"地址",0.211301242048055
"点赞",0.21031706994046
"时尚",0.209859110222404
"后续",0.209369005454663
"评论",0.209369005454663
"国产",0.205666542260106
"嗨",0.205666542260106
"试机",0.205666542260106
"很大",0.205091854499815
"购买",0.205062110314434
"值得",0.205062110314434
"颜色",0.204365915901128
"鲜艳",0.204148134321522
"小朋友",0.202205289815578
"接受",0.202205289815578
"毛病",0.202205289815578
"两天",0.202152563391728
"完好",0.202152563391728
"抢",0.202152563391728
"试试",0.201633864960889
"轻薄",0.199734587965459
"视觉",0.199734587965459
"挺快",0.199734587965459
"选",0.199734587965459
"超级",0.198208784541625
"好物",0.197756290634718
"急",0.197756290634718
"先",0.197756290634718
"绚丽",0.197756290634718
"称",0.197756290634718
"粉",0.197756290634718
"好价",0.197756290634718
"回到",0.197756290634718
"近期",0.197756290634718
"拿下",0.197756290634718
"手表",0.197756290634718
"添加",0.197756290634718
"一枚",0.197756290634718
"一丝",0.197756290634718
"一五",0.197756290634718
"指纹锁",0.197756290634718
"主页",0.197756290634718
"轿车",0.197756290634718
"经典影视",0.197756290634718
"裸机",0.197756290634718
"排放",0.197756290634718
