ask_content,lastAnswerTime,reply_content,replycreatedTime,replymodifiedTime
你们有没有发现，薏仁水卸妆也不错,2019-11-28 16:53:51,没试过,2019-11-27 22:27:49,2019-11-28 01:27:58
油皮爱出豆能用吗？谢谢～,2019-11-16 18:05:10,可以，我油皮痘痘肌,2019-11-16 15:33:26,2019-11-16 18:05:10
请问哺乳期能用吗，有没酒精成分？,2019-11-24 16:46:29,可以用的,2019-11-24 13:29:59,2019-11-24 16:46:29
男的可以用吗？,2019-11-13 03:23:56,可以啊！   为什么不行,2019-11-09 15:02:02,2019-11-09 16:17:49
收的了毛孔吗,2019-11-16 16:31:03,普通补水，没什么特别功能,2019-11-16 14:19:01,2019-11-16 16:31:03
一天可以敷几次,2019-11-17 01:30:11,看个人，我是每天晚上敷。,2019-11-16 22:05:27,2019-11-17 01:30:11
可以当爽肤水用吗,2019-11-15 23:09:07,化妆水其实就是爽肤水呀。,2019-11-15 22:55:15,2019-11-15 23:09:06
薏仁水搭配什么乳液比较好？,2019-11-25 18:42:29,都可以,2019-11-25 16:27:03,2019-11-25 16:55:45
薏米水成分有哪些啊,2019-11-25 16:39:57,没有看到成分表，但是挺补水的，美白效果也不错,2019-11-08 21:31:28,2019-11-08 21:52:45
请问薏仁水湿敷需要'洗掉吗？,2019-11-02 00:40:46,不用,2019-11-01 22:50:46,2019-11-02 00:40:46
油皮用了能控油吗？,2019-11-21 23:13:30,出油可能是外油内干，多补水，可以控制出油。,2019-11-15 22:53:08,2019-11-15 23:04:30
可以直接当水用吗，用完这个直接用乳液？,2019-11-17 00:47:54,可以的，我就是当爽肤水用的,2019-11-16 18:11:31,2019-11-17 00:47:54
闻上去有股味道，而且用手拍完，手上黏黏的。你们的会这样吗？,2019-11-22 00:25:18,不会  没有味道,2019-11-14 10:04:27,2019-11-14 12:23:45
有防腐剂吗？,2019-11-11 04:14:56,应该没有多大的添加剂吧，用的还行,2019-11-10 08:54:37,2019-11-10 09:43:45
可以用来调珍珠面膜粉吗，急回,2019-11-04 19:20:50,可以,2019-11-04 19:05:22,2019-11-04 19:20:50
可以收缩毛孔吗,2019-11-09 15:04:30,就普通补水，没有收缩毛孔的功效吧,2019-10-28 12:47:52,2019-10-28 13:32:18
