ask_content,lastAnswerTime,reply_content,replycreatedTime,replymodifiedTime
洗了之后会不会毛孔变粗,2019-10-26 21:44:42,不会，好用的很。,2019-10-26 21:00:21,2019-10-26 21:44:42
用了怎么感觉痘痘变多了好多闭口，我是痘痘肌，,2019-11-25 02:08:28,我认为洗面奶就是起到温和清洁的作用，哪有那么多  反正我用了很好,2019-09-16 18:28:59,2019-09-16 19:32:45
这是在国内产的还是日本原装进口？好用吗？,2019-11-27 16:57:34,都是日本進口的⋯⋯挺好用的！,2017-08-02 15:05:46,2017-08-24 10:03:05
我15岁，可以用这个产品吗？我马上要军训，有用吗？,2019-11-24 11:31:54,可以用啊，这个很温性的，放心吧。,2017-12-04 09:21:10,2017-12-04 09:21:15
这款和资生堂蓝色的比起来哪个好用？？泡沫多吗？清洁力怎么样？？,2019-11-24 11:31:54,只要不是超级大油皮，芙丽芳丝的清洁力都是够的，尤其对混合皮、中性皮很适合。,2018-11-11 10:24:32,2018-11-11 10:24:45
亲们，这个包装盒上的花纹摸上去有没有凹凸感，就是蓝色花纹，是包装盒哦,2018-10-26 08:47:55,没留意，但是正品哦。,2018-10-26 08:47:55,2018-10-26 08:48:15
我是男士，毛孔粗大，脸还有逗逗，脸还岀油，有没有人介绍一下一套护肤品，本人不知道用什么。,2019-09-27 15:42:37,只要选没香精，没酒精，没色素，没油脂的洗护品，就能很快的改善你的皮肤问题,2019-08-01 15:50:04,2019-08-01 15:50:10
脸上长痘痘   还有痘印     还油   能用吗,2019-11-24 11:31:54,应该可以的，很温和，,2017-11-08 22:12:30,2017-11-08 22:12:35
需要三个月内用完吗？,2019-09-12 20:08:51,看肤色肤况而定是否用与不用，没必要太重视功效有效期,2019-08-01 16:01:53,2019-08-01 16:01:55
痘痘肌能用吧？油饼脸能用不？,2019-10-17 00:25:31,油皮痘痘肌尤其推荐,2019-09-30 01:34:01,2019-09-30 02:26:25
这个是每天都要使用嘛,2019-11-28 09:46:48,洗面奶就是每天都需要用啊,2019-11-26 18:20:16,2019-11-26 18:39:18
皮肤敏感，长痘能用这款吗？,2019-11-28 17:06:30,这个祛痘效果怎么样 求用过的哥哥姐姐说一下,2019-11-28 11:31:08,2019-11-28 14:03:18
你们用着有奇怪的味道吗？感觉有点刺鼻,2019-11-27 19:37:58,没有,2019-11-21 19:12:39,2019-11-21 19:28:51
这个里面没有塑封吗？,2019-11-25 02:56:59,没有塑封包装,2019-11-24 11:05:24,2019-11-24 11:53:22
包装直接可以用的？没有封瓶的吗,2019-11-28 00:09:50,没有密封,2019-11-24 18:43:13,2019-11-25 02:58:02
孕妇可以用吗？,2019-11-25 17:26:14,还是确定问客服吧,2019-11-25 17:04:07,2019-11-25 17:26:14
有没有哺乳期的妈妈在用这个产品呀？可以用吗？,2019-11-25 00:11:43,可以，我孕期一直用。客服说的可以,2019-11-24 18:47:11,2019-11-25 00:11:43
有没有淡化痘印痘坑的功效,2019-11-25 02:11:22,我没逗,2019-11-24 18:49:35,2019-11-25 02:11:22
请问大家冬天用完皮肤会不会很干？对皮肤暗沉有没有效果呢？谢谢大家。提前祝大家新年快乐阖家欢乐幸福安康,2019-11-25 04:44:35,不干，温和不刺激,2019-11-24 18:44:21,2019-11-25 04:44:35
早上能用吗,2019-11-25 00:07:46,可以,2019-11-16 17:12:20,2019-11-16 20:31:01
请问洗面奶那个好用？？？,2019-11-25 02:11:21,芙丽芳丝,2019-11-24 18:49:46,2019-11-25 02:11:21
毛孔粗大，没有痘痘。能用这款吗？,2019-11-25 03:16:49,可以,2019-11-18 15:23:52,2019-11-18 21:47:17
这款洗面奶孕妇能不能用？,2019-11-25 00:08:15,可以的，用了生双胞胎,2019-11-23 19:17:40,2019-11-23 21:35:12
大家买的有封口吗，,2019-11-25 02:57:36,没有封口,2019-11-02 15:14:48,2019-11-02 16:11:35
这个配合那个擦脸的好用,2019-11-25 04:05:12,我用了，温和,2019-11-24 18:49:25,2019-11-25 04:05:12
一支能用多久啊。你们一支能用多久,2019-11-25 04:25:49,两三个月,2019-11-24 18:50:51,2019-11-25 04:25:49
只有我用了脸上很干吗，我是油皮,2019-11-25 04:25:49,不干,2019-11-24 18:51:03,2019-11-25 04:25:49
