ask_content,lastAnswerTime,reply_content,replycreatedTime,replymodifiedTime
这个能吃吗？我是说吃饭前要擦掉吗？,2018-03-15 17:14:37,可以吃,2017-12-21 16:41:02,2017-12-23 18:19:54
这个怎么用啊？是直接口服吗？还是兑水喝呢？,2018-06-24 14:00:26,有些回答太&ldquo;科学&rdquo;了！,2018-06-24 14:00:26,2018-06-24 14:00:30
真好吃 ，一天一管 对身体有影响吗？,2019-11-25 17:05:55,不影响，明天出来的还可以继续服用,2019-11-25 16:12:57,2019-11-25 17:05:54
生产日期是什么时候？,2019-11-26 00:15:04,最近的,2019-11-25 23:50:50,2019-11-26 00:15:04
涂完之后过一会儿会粘腻吗？,2019-09-26 00:38:37,有一点点,2019-09-25 22:57:59,2019-09-26 00:38:37
有防晒作用吗,2019-11-09 15:28:26,抹厚一点就可以防晒了，还能防辐射,2019-11-09 14:01:19,2019-11-09 15:28:26
这款有味道吗？想要没有味道的,2019-11-26 16:35:15,无色无味,2019-11-26 16:17:05,2019-11-26 16:35:15
猫狗可以用吗,2019-11-27 23:55:17,可以，你试试,2019-11-27 22:55:59,2019-11-27 23:55:17
夏天我嘴唇还是干燥，有人一样吗,2019-11-15 19:03:39,一样，夏天也会起皮，我夏天都用唇膏,2019-11-15 18:24:23,2019-11-15 19:03:39
涂完之后会水润吗？,2019-10-10 01:05:07,没有水润 但好用,2019-10-09 21:16:48,2019-10-10 01:05:07
这款跟曼秀雷敦的比，哪款更好用,2019-11-28 08:22:44,这款不错 一直用,2019-11-19 07:33:25,2019-11-19 09:43:57
我不小心吃了一小块，会不会活不成长了？？！,2019-11-11 06:53:48,没事，按时吃还能美容。,2019-11-10 22:30:39,2019-11-11 06:53:48
涂了会变帅吗,2018-01-24 13:57:53,一直很帅！！！,2018-01-24 13:57:53,2018-01-24 13:58:00
有效果吗？,2019-01-13 23:16:16,效果一般,2019-01-13 23:16:16,2019-01-15 09:46:36
女生能用吗,2019-01-17 12:20:16,这是男士型，女生也可以用，但是效果没有女士型的好,2019-01-17 12:20:16,2019-01-17 12:20:20
晚上睡觉前用可以吗,2017-12-28 10:06:28,矫情,2017-12-28 10:06:28,2017-12-28 10:06:35
请问有味道吗,2019-04-01 19:27:20,没有味道,2019-04-01 19:27:15,2019-04-01 19:27:20
润唇膏多久涂一次，买了润唇膏不太会用,2019-09-27 15:10:43,干了，就涂呗！主要是为了你的嘴唇保持水润，其次，也是为了你自己，不要舔自己的嘴唇。这样子。,2019-09-27 13:28:40,2019-09-27 15:10:43
嘴唇干裂了，能涂吗,2019-04-18 07:47:25,可以哦，每天坚持涂可以改善,2019-04-18 07:47:20,2019-04-18 07:47:25
涂了这个能吃东西喝水吗,2018-03-10 20:14:16,能，又不是药，一点事没有,2018-03-10 20:14:16,2018-03-10 20:14:35
小孩可以用吗,2019-05-02 17:21:00,可以,2019-04-29 06:05:43,2019-04-29 06:05:45
可以让嘴唇变得红润性感吗,2018-11-28 12:37:18,绝对的性感，人见人想吻，多涂一点,2018-11-28 12:37:18,2018-11-28 12:37:20
你们买的有奇怪的味道吗？,2018-01-14 08:33:30,怎么会有呢,2018-01-14 08:33:30,2018-01-14 08:33:35
是正品吗，希望实话实说,2019-06-22 10:08:07,是啊！,2018-02-12 13:49:45,2018-02-12 13:50:00
这个唇膏，今年买明年能用吗？,2018-02-25 19:59:17,保质期3年,2018-02-25 19:59:17,2018-02-25 19:59:20
是最新的吗,2018-02-09 11:04:37,是的,2018-02-09 11:04:37,2018-02-09 11:04:40
可以提亮唇色吗,2019-09-18 20:03:26,还没用,2019-09-18 17:16:30,2019-09-18 20:03:26
第一次用唇膏，怎么用，以及什么时候用最合适谁告诉我一下，谢谢😜,2018-02-14 15:03:53,把唇膏💄扔进水壶煮滚了放凉然后抹在嘴唇上,2017-11-24 17:49:33,2017-11-24 17:59:10
男士型和通用款有区别吗？,2018-02-04 20:48:55,这东西用不着区分那么严格吧,2018-02-04 20:48:55,2018-02-04 20:49:00
有用吗这个玩意,2018-05-19 16:14:13,一直在用。,2018-05-19 16:14:13,2018-05-19 16:14:35
不会太油吗,2019-01-28 05:56:00,不会,2019-01-28 05:56:00,2019-01-28 05:56:05
用完可以吃饭喝水吗？,2019-01-25 15:42:03,可以,2019-01-25 15:42:02,2019-01-25 15:42:05
润这个唇膏油不油,2019-02-17 22:25:25,不油,2019-02-17 22:25:24,2019-02-17 22:25:30
你好，我快递都没有到,2018-01-27 11:51:06,到了吧,2018-01-27 11:51:06,2018-01-27 11:51:15
在吗？？？？,2019-01-06 15:09:01,是,2018-03-10 13:40:26,2018-03-10 13:40:40
嘴唇干裂用的话可以吗？效果怎么样？,2018-03-19 20:44:51,当然,2018-03-19 20:44:51,2018-03-19 20:45:05
有什么问道吗,2018-01-26 13:05:37,无,2018-01-26 13:05:37,2018-01-26 13:05:40
嘴唇上有油油的感觉吗，看得出来不,2019-03-23 10:57:55,没有,2019-03-23 10:57:50,2019-03-23 10:57:55
看不到生产日期，看不到有效期，只有底部的批号，难道要我猜生产日期？妮维雅产品就这么生产的？客服也找不到？,2018-01-27 08:29:52,有的啊,2018-01-27 08:29:52,2018-01-27 08:29:55
和欧莱雅的比哪个好,2019-01-12 12:42:07,欧莱雅的没用过 这款是专注于男士的,2019-01-12 12:42:07,2019-01-12 12:42:10
都三天了，我的快递都没有，请问什么时候能到,2018-01-26 13:00:09,看快递信息啊,2018-01-26 13:00:09,2018-01-26 13:00:25
