ask_content,lastAnswerTime,reply_content,replycreatedTime,replymodifiedTime
女士能用吗,2019-09-16 16:27:11,我感觉这是男士专用，女士还是建议去买女士专用的,2019-09-16 15:50:49,2019-09-16 16:27:11
这个有什么成分？,2019-10-20 00:42:25,这个一般,2019-10-08 17:03:15,2019-10-08 17:28:30
控油时间多久？早上洗完下午还会油吗？,2019-09-24 19:34:16,看个人，我是四五个小时,2019-09-24 19:00:07,2019-09-24 19:34:16
要不要放在冰箱,2019-11-27 15:00:25,自己开心   放哪里都行啊,2019-11-27 13:53:59,2019-11-27 15:00:25
我是女士这个可以去鼻子上的黑头吗,2019-11-28 16:38:38,主要是去污控油吧，大老爷们用着挺好，女人的话还是建议用女士专用的比较合适,2019-11-28 11:19:44,2019-11-28 11:22:50
冬天用冰爽洗面奶，脸会不会结冰？,2019-11-25 13:42:19,会 鼻孔里面也会结冰 然后把眯脑子冻掉,2019-11-25 10:54:24,2019-11-25 11:30:11
过敏肌肤能用吗？,2019-11-26 13:06:09,可以,2019-11-26 12:15:29,2019-11-26 13:06:09
这是不是温和不刺激的吗？,2019-11-22 00:46:01,清凉，温和。,2019-11-22 00:38:41,2019-11-22 00:46:01
能去黑色的斑吗？,2019-11-28 02:07:48,不能,2019-11-28 00:52:55,2019-11-28 02:07:47
洗完脸之后怎么会出很多油,2019-11-24 18:54:56,一直用，挺干净的,2019-11-24 11:21:43,2019-11-24 18:54:56
去死皮吗？,2019-11-24 18:56:10,不去,2019-11-11 01:50:56,2019-11-11 06:05:26
这个保质期是多久?,2019-11-24 00:53:20,两年,2019-11-23 22:00:43,2019-11-24 00:53:20
一瓶能用多久？,2019-11-22 00:44:48,至少三月,2019-11-22 00:39:22,2019-11-22 00:44:48
适合14岁使用吗？,2019-11-11 01:26:17,可以啊，只要不过敏就行,2019-11-11 01:00:37,2019-11-11 01:26:16
背面怎么没有条码,2019-11-19 20:16:25,问客服,2019-11-07 00:11:52,2019-11-07 02:05:24
