ask_content,lastAnswerTime,reply_content,replycreatedTime,replymodifiedTime
请问这款对眼袋有效果吗？会不会过敏啊？,2017-11-22 15:38:08,不会过敏，眼袋效果应该不太明显,2017-11-22 15:38:08,2017-11-22 15:38:15
这一片是两个眼用还是一个眼用,2019-09-14 13:50:23,一个眼吧,2019-09-14 12:28:48,2019-09-14 13:50:23
保湿吗？啊啊,2019-11-27 22:16:37,还可以的，淡淡的桂花香味,2019-11-27 19:53:35,2019-11-27 22:16:28
补水吗这个,2019-11-27 17:26:08,我用完过敏了,2019-11-24 22:49:14,2019-11-24 23:59:12
要贴多长时间？,2019-11-23 21:06:05,15分钟左右,2019-11-23 19:26:45,2019-11-23 21:06:04
亲人们，对眼纹，脂肪粒有效果吗？,2019-11-18 16:15:11,要坚持用，短期内效果,2019-11-15 18:29:30,2019-11-15 18:51:16
去法令纹效果好吗,2019-11-21 23:30:49,去眼纹的，法令纹另想办法吧,2019-11-15 02:40:02,2019-11-15 02:41:45
用完还用眼霜吗,2019-11-21 23:33:18,用啊，这是眼膜，要清洗的,2019-11-21 23:17:34,2019-11-21 23:33:18
打开后需要放冰箱吗？,2019-11-21 23:34:49,我是放在冰箱的,2019-11-21 23:16:30,2019-11-21 23:34:49
淡化黑眼圈嘛？,2019-11-05 10:59:06,可以可以,2019-11-05 10:49:33,2019-11-05 10:59:06
可以淡化肿眼泡吗,2019-11-05 11:44:57,这个看情况吧！你是做什么的工作啊哈哈,2019-11-05 10:42:53,2019-11-05 11:44:57
孕妇可以用吗？,2019-10-19 22:38:07,可以，有助顺产。,2019-10-19 18:26:08,2019-10-19 22:38:07
是纱布那样的还是胶原哪种的,2019-10-24 10:05:25,纱布质量的,2019-10-24 09:46:36,2019-10-24 10:05:25
请问大家觉得管用吗淡化眼纹？我用了三盒怎么都没觉得有效果,2019-03-31 05:29:40,就是补水对黑眼圈没有什么效果,2019-03-31 05:29:37,2019-03-31 05:29:40
贴完用洗脸嘛,2019-09-14 17:44:55,不用,2019-09-04 15:54:09,2019-09-04 16:32:36
可以带着睡觉吗？,2018-12-10 23:29:58,不可以，会把眼周吸干的,2018-11-26 14:23:56,2018-11-26 14:24:00
有没有知道怎么去掉脂肪粒的？,2018-04-28 08:50:07,没有，不知道！！！！,2018-04-28 08:50:07,2018-04-28 08:50:20
请问敷完眼贴膜要不要清洗,2019-11-21 23:35:55,我洗了,2019-11-21 23:15:10,2019-11-21 23:35:55
这个眼膜有酒精吗,2019-11-27 15:05:52,没有，好用,2019-11-27 13:50:00,2019-11-27 15:05:52
这是早上还是晚上用,2019-10-28 21:20:31,想用就用,2019-10-28 20:18:48,2019-10-28 21:20:31
用完之后还可以再用眼霜吗,2019-10-24 10:07:33,可以，不妨碍的,2019-10-24 09:45:53,2019-10-24 10:07:33
这个能缓解眼部疲劳吗？,2019-11-26 15:31:30,好像没有吧,2019-11-21 23:16:52,2019-11-21 23:34:26
用后会不会长脂肪粒,2019-10-19 04:44:15,目前没有,2019-10-19 02:17:22,2019-10-19 04:44:14
眼膜好用吗？有没有效果,2018-11-29 22:14:49,主要是保湿，不缺水了，就不会在增加皱纹,2018-11-29 22:14:49,2018-11-29 22:14:55
御泥坊的这个眼膜贴好还是眼霜好呢,2019-09-26 21:04:50,看自己喜好了,2019-09-26 20:18:12,2019-09-26 21:04:50
成分表里有没有乙醇？,2019-09-23 13:45:01,不懂！,2019-09-14 12:24:14,2019-09-14 14:15:35
需要天天用吗？,2019-11-24 10:14:54,没,2019-11-24 08:57:55,2019-11-24 10:14:54
可以去眼纹吗？？？,2019-11-21 23:30:18,可以可以,2019-11-05 10:47:56,2019-11-05 11:10:25
按摩棒怎么用的,2019-11-24 17:28:37,我用来挖眼霜用了,2019-11-18 21:58:52,2019-11-18 22:50:15
请问哈那个金桂花矿物眼膜贴好用么？油腻么？,2019-04-17 20:46:30,我买来用过一段时间，保湿可以，对眼袋没有效果，我用的时候有点闺蜜痒，不过还好，没有什么影响,2019-04-17 20:46:26,2019-04-17 20:46:30
能治疗眼袋吗,2019-09-28 00:57:31,我没有眼带。我不知道能不能治疗,2019-09-21 09:54:24,2019-09-21 10:52:23
几天贴一次？,2017-09-08 10:49:54,我几乎每天一次,2017-09-08 10:49:54,2017-09-08 10:50:00
是否真的有效，真的可以淡化细纹,2018-04-28 08:57:48,坚持用！！！！！！！,2018-04-28 08:57:48,2018-04-28 08:58:15
有人有贴眼睛后直接睡觉的吗？这样是不是不太好啊？,2019-11-26 11:23:42,我是,2019-11-24 14:24:23,2019-11-24 21:51:46
