ask_content,lastAnswerTime,reply_content,replycreatedTime,replymodifiedTime
真的有美白吗？为什么视频里使用前后墙壁背景也变白了😅,2019-10-28 00:28:54,美白倒是没有感觉到，但是夏天确实没有被晒黑,2019-10-27 23:47:57,2019-10-28 00:28:54
每天一次只涂脸能用多久,2019-11-03 00:04:35,两三个小时吧,2019-11-02 18:24:20,2019-11-03 00:04:35
你们觉得效果明显吗？,2019-10-18 20:12:47,用了一次还行,2019-10-18 19:26:58,2019-10-18 20:12:47
防晒霜能和美白霜一起用吗？,2019-10-24 10:49:51,可以了,2019-08-11 04:23:31,2019-08-11 04:29:46
能带上飞机吗,2019-10-18 20:13:56,没带过,2019-08-09 12:06:55,2019-08-09 14:10:41
十六岁能用吗，敏感肌能用吗,2019-09-29 10:37:05,十六岁可以用,2019-08-06 09:04:38,2019-08-06 11:29:28
军训5天够用吗,2019-09-11 17:45:34,够用,2019-09-11 17:38:20,2019-09-11 17:45:34
这款防晒霜油吗,2019-09-19 21:45:56,不油,2019-09-19 20:17:22,2019-09-19 21:45:56
请问这个放水防汗吗，开学七天军训要用,2019-09-11 16:59:54,防的，我军训14天都好使,2019-09-11 16:45:17,2019-09-11 16:59:54
防水防汗效果好吗？,2019-11-15 09:40:34,可以,2019-11-15 09:24:37,2019-11-15 09:40:34
洗面奶洗脸 然后爽肤水 精华液 乳液 接着还可以用这个吗？会不会油腻腻的？我是油性皮肤,2019-08-05 15:10:57,如果油在上点蜜粉散粉就好了,2019-08-05 09:28:11,2019-08-05 15:10:57
我就想知道防不防&mdash;&mdash;晒黑,2019-09-16 02:54:43,防晒效果好,2019-09-14 18:26:28,2019-09-14 22:42:11
大概可以防晒几小时,2019-09-16 09:49:31,一个小时到两个小时左右，根据出汗情况。,2019-09-10 23:48:16,2019-09-11 02:08:41
本色，还是会很白,2019-08-04 14:53:51,本色，不增白,2019-08-04 03:19:01,2019-08-04 14:53:51
这款男士得擦脸上应该不会白吧？,2019-07-17 23:01:05,不用力抹会白的,2019-07-03 11:24:39,2019-07-03 11:24:51
这个能用多久啊，就一天两次，正常使用,2019-08-21 16:24:31,看脸,2019-08-21 15:58:32,2019-08-21 16:24:31
涂之前要用补水垫的吗,2019-07-28 20:13:15,看个人吧，觉得干燥或者油腻的话可以先用水冲洗一下。,2019-07-28 20:13:11,2019-07-28 20:13:15
美白效果咋样,2019-08-06 04:28:31,有一点点显白，不是很明显,2019-08-05 23:40:42,2019-08-06 04:28:31
