ask_content,lastAnswerTime,reply_content,replycreatedTime,replymodifiedTime
会过敏吗，,2019-11-28 16:07:21,非常好用！国货值得信赖！,2019-11-28 14:58:35,2019-11-28 16:07:21
这个套装的使用顺序,2019-11-28 13:51:25,洁面，水，乳，霜,2019-11-28 11:34:28,2019-11-28 13:51:25
那个小棉垫是干嘛的？,2019-11-13 03:16:46,擦脸的，相当于毛巾,2019-11-13 00:22:01,2019-11-13 03:16:45
洗面奶是皂基的吗？,2019-11-12 11:30:08,挺好的,2019-11-12 09:51:02,2019-11-12 11:30:08
洗面奶里面有皂基吗，温和吗！,2019-11-28 13:47:06,温和,2019-11-28 11:35:08,2019-11-28 13:47:06
和绿色的有什么区别,2019-09-11 19:44:18,绿色的其实更好用一点！,2019-08-28 11:37:25,2019-08-28 16:09:19
这款男士用后控油怎么样？？？？,2019-02-16 23:00:40,还行啊,2019-02-16 23:00:39,2019-02-16 23:00:45
黄色那瓶干啥子用的啊,2019-05-13 08:32:10,甘油，可以抹手的，也可以润肤,2019-05-12 03:29:11,2019-05-12 03:29:15
容易过敏吗？,2018-10-15 14:21:12,不过敏,2018-10-15 14:21:12,2018-10-15 14:21:35
能美白吗，,2019-05-10 17:57:55,效果还好,2019-02-26 19:05:21,2019-02-26 19:05:25
好吗用着,2019-05-17 17:00:55,嗯好用,2018-09-11 18:15:50,2018-09-11 18:16:00
去痘痘吗？,2019-08-26 20:20:15,不去,2019-08-26 15:37:23,2019-08-26 20:20:15
味道好闻吗？,2019-04-30 14:52:55,味道很合适，淡香型。吸收也很快,2019-01-26 11:51:03,2019-01-26 11:51:05
真的好用吗？,2018-09-05 13:32:48,好用,2018-09-05 13:32:48,2018-09-05 13:33:10
夏天用油腻吗,2019-06-25 08:18:10,还可以吧！,2019-06-25 08:18:06,2019-06-25 08:18:10
控油和细致毛孔怎么样,2018-03-30 15:06:50,控油效果挺好，收入毛孔这个过程有点漫长,2018-03-30 15:06:50,2018-03-30 15:07:15
有平滑肌肤这作用？,2019-05-09 13:27:55,有  不过不是很明显   我主要是皮肤干用来保湿用的,2019-01-24 11:51:38,2019-01-24 11:51:40
第一次买，推荐一下,2019-05-25 09:59:25,我也是第一次用，感觉没有对比，体验还不错,2019-04-02 15:57:22,2019-04-02 15:57:25
这个对收缩毛孔有用吗,2019-05-14 18:08:40,还好,2018-10-16 09:55:25,2018-10-16 09:55:45
