ask_content,lastAnswerTime,reply_content,replycreatedTime,replymodifiedTime
眉卡有修眉毛的吗，还是修完眉毛再用眉卡的吗？,2019-10-25 12:58:36,有,2019-10-25 10:26:51,2019-10-25 12:58:36
眉笔是黑色的吗,2019-09-21 13:05:06,不是，棕色,2019-09-21 12:59:32,2019-09-21 13:05:06
质量怎么样,2019-05-27 14:07:25,还可以吧，就是用起来不是很熟练,2019-05-09 16:40:22,2019-05-09 16:40:25
防水吗？&hellip;&hellip;,2019-06-15 22:38:35,准确来说求用没有,2019-05-06 17:27:44,2019-05-06 17:27:50
这个用着可不可以，好不好画？,2018-11-30 16:22:56,还可以，,2018-10-23 17:08:12,2018-10-23 17:08:15
10岁的小女孩可以用吗？,2018-10-23 14:44:07,建议小朋友不要化妆,2018-10-06 15:28:51,2018-10-06 15:29:10
不会画眉，买了怎么用,2019-08-05 18:45:23,这个啊，多化几次眉就越画越好了，求助工具没有用,2019-08-05 13:49:19,2019-08-05 18:45:23
是一次性的吗,2019-08-08 16:37:07,贴纸是，紫色的那个会吧一些眉笔上的芯刮下来,2019-08-08 15:36:51,2019-08-08 16:37:07
怎么修眉？？,2019-09-17 16:17:54,我是先去找专业的人把眉毛修好，顺便请教她们自己怎样修眉，用怎样的修眉工具。等眉毛长了，可以按照修过的眉型来修。自己动手多修几次就好了，熟练了就会觉得很简单了。,2019-09-17 12:56:35,2019-09-17 16:17:54
眉形好看嘛，可以沾水吗,2019-04-20 22:49:50,不太好画！眉卡拿走后，都不成型，可能用极细的笔先勾勒形状能好点吧！,2019-04-10 15:36:44,2019-04-10 15:36:50
我不会画眉，不知道这个好不好用,2019-04-20 22:54:15,还行的,2019-02-20 17:21:44,2019-02-20 17:21:50
这个眉贴是一次性的吗？,2019-01-03 22:33:44,塑料不是一次性，纸的是一次性,2019-01-03 22:33:44,2019-01-05 16:16:30
眉卡怎么用？,2019-02-21 13:24:53,中间和周围撕掉，贴在眉部，就可以花了,2019-02-21 13:24:53,2019-02-21 13:24:55
男生可以使用吗？,2019-03-23 09:49:05,可以，我每天都用,2019-03-23 09:48:58,2019-03-23 09:49:05
撕眉贴会把脸上的妆黏掉吗,2019-01-04 07:50:06,不会,2019-01-04 07:50:06,2019-01-04 07:50:10
这个眉卡四个眉形吗？还是就一种,2018-09-11 22:11:11,有好几种，每种眉形都不同,2018-09-11 22:11:11,2018-09-11 22:11:25
眉笔什么颜色的,2019-01-16 10:27:25,有推荐头发颜色「就知道选什么颜色了」,2019-01-16 10:27:25,2019-01-16 10:27:30
四个眉卡都什么是什么眉形,2019-02-13 20:22:26,什么眉型都有,2019-01-04 07:47:46,2019-01-04 07:47:50
颜色怎么选？,2019-01-16 10:23:46,我选黑色和棕色,2019-01-16 10:23:46,2019-01-16 10:23:50
眉贴可不可以用眉笔画,2019-01-16 10:25:11,也要画的,2019-01-16 10:25:11,2019-01-16 10:25:15
眉笔的颜色可以选吗？,2019-01-04 07:48:45,随机的,2019-01-04 07:48:45,2019-01-04 07:48:50
这个好调整吗？感觉这个很死板不好调整的,2018-09-12 10:20:19,我也觉的他死板不好画的，还不如眉贴好画呢&hellip;&hellip;可能是咱不会画吧？,2018-06-24 18:02:45,2018-06-27 10:53:56
你好，我买的这款东西收到但是不对少了一样,1970-01-01 08:00:00,现在买，啥时收得到货,2019-01-15 09:49:20,2019-01-15 09:49:25
我的眉毛没修过，乱七八糟的，又不会修，会不会影响使用？,2019-02-07 07:12:32,不会的可先画后修,2019-02-07 07:12:32,2019-02-07 07:12:35
请问几天到货呢,2018-09-13 23:06:08,广西的等了一快一个星期才到。,2018-08-28 10:39:20,2018-08-28 10:39:45
这个眉卡一点都不好用,2019-04-21 22:04:35,是的，我也才用的，要大脸才适合,2019-04-06 09:47:27,2019-04-06 09:47:30
