ask_content,lastAnswerTime,reply_content,replycreatedTime,replymodifiedTime
这款产品，能做护手用吗？,2019-11-26 15:26:23,护手感觉太稀薄,2019-11-26 12:51:44,2019-11-26 15:26:23
这个的味道跟以前电视上那个大宝sod蜜一个味吗,2019-11-28 16:36:54,味道比那个好闻！吸收也很好,2019-11-18 10:10:43,2019-11-18 14:02:34
香味重吗？,2019-11-26 14:39:36,还好，挺清爽的,2019-11-26 13:04:22,2019-11-26 14:39:36
我皮肤干燥适合吗,2019-11-16 17:28:26,非常合适，这款对干燥和中性肤质实用,2019-11-16 16:35:56,2019-11-16 17:28:26
怎么压不出来，,2019-11-20 14:54:32,很好压的,2019-11-13 17:07:50,2019-11-13 21:31:16
可以抗痘吗,2019-11-16 22:46:39,这不是祛痘的产品,2019-11-16 21:21:48,2019-11-16 22:46:39
39.9到底是一瓶还两瓶，谢谢,2019-11-11 17:22:41,一瓶,2019-11-03 14:07:00,2019-11-03 17:02:09
这个是洗完脸擦吗,2019-09-20 10:36:24,这个还用问嘛？,2019-09-20 09:31:47,2019-09-20 10:36:24
冬天嘴唇干裂用这个有效果吗,2019-11-28 13:40:04,当然了，保湿效果很好👍,2019-11-28 12:48:21,2019-11-28 13:30:23
这个产品是单件吗？,2019-11-28 13:16:12,就一小罐,2019-11-27 16:21:48,2019-11-27 16:32:41
焕发保湿露和保湿霜能同时用吗？还是一种就能达到效果,2019-11-25 16:25:09,还行吧，用着,2019-11-25 11:02:34,2019-11-25 16:25:09
洗完脸过一会，嘴周围很干能用这个吗？这一小瓶能用多长时间？,2019-09-27 23:39:19,挺水润的，就是我对象不乐意用,2019-09-27 21:30:26,2019-09-27 23:39:19
有网友说冬天用的是红颜色的瓶，对吗？,2019-11-21 12:35:08,太香了，我觉得一般般,2019-11-18 11:23:34,2019-11-18 16:51:34
部落版和联盟版有何区别,2019-11-17 10:41:48,都不错,2019-11-06 21:37:43,2019-11-06 22:35:53
50g是多少毫升,2019-09-12 14:10:09,50毫升左右,2019-09-12 13:14:06,2019-09-12 14:10:09
油皮可以用吗？这写着只能干性和中性皮肤使用,2019-09-07 11:17:57,有一种适合油性皮肤,2019-09-07 08:12:46,2019-09-07 11:17:57
军训脖子和手臂被晒黑用这个效果好嘛,2019-09-07 14:13:40,没有防嗮哦,2019-09-07 12:24:46,2019-09-07 14:05:42
紧肤露和保湿霜有什么区别,2019-10-25 11:55:40,这个抹脸上需要洗掉吗？怎么在产品详情说明里2_3分钟后要洗掉呢？,2019-11-14 17:45:03,2019-11-14 18:50:01
我的是油性皮肤能用这个吗,2019-10-25 11:28:21,可以用 没问题,2019-10-25 10:57:41,2019-10-25 11:28:21
你好，是不是买一送一,2019-10-25 13:36:26,不是,2019-10-25 12:08:29,2019-10-25 13:36:26
刚涂有刺痛的感觉过一会没了这是怎么回事,2019-11-04 13:40:16,我都是剃须之后有刺痛用须后水缓解一下，不知道你是不是。,2019-10-28 08:37:58,2019-10-28 09:21:19
