ask_content,lastAnswerTime,reply_content,replycreatedTime,replymodifiedTime
是正品吗？,2019-09-24 14:03:45,我也过敏了,2019-09-24 12:13:29,2019-09-24 14:03:45
表示军训晒黑之后，就想变白，淡化唇色有效果吗？,2019-05-22 08:27:50,可以淡化唇纹，但不能美白！,2019-05-05 11:49:34,2019-05-05 11:49:40
这个我嘴唇有点发黑，而且特别干，老起皮，这些修护嘴唇怎么样，我这样子可以使用吗,2019-09-19 09:47:21,可以的，时间长一点死皮干皮一揭就掉，睡觉前涂好，不到一个星期死皮全掉,2019-09-19 08:27:19,2019-09-19 09:47:21
请问大家这个不带颜色吧？,2019-11-28 16:32:29,淡粉色,2019-11-23 11:32:12,2019-11-23 14:01:53
我嘴唇有点干燥 还有点白 不知道能不能用,2019-11-24 13:08:32,可以用吧,2019-11-24 10:38:07,2019-11-24 13:08:32
為甚麼考拉賣65。這裡125？,2019-11-08 16:12:02,送了35克,2019-11-08 15:59:00,2019-11-08 16:12:02
初中生可以用吗？,2019-11-04 02:40:34,可以,2019-11-02 13:10:30,2019-11-04 02:40:34
唇炎能用吗,2019-09-12 14:41:36,问医生,2019-09-12 12:47:57,2019-09-12 14:41:34
晚上涂了之后   早上醒来特别粘   大家都是怎么洗掉的呀？,2019-09-25 15:06:58,那是涂太厚了吧，温水洗洗就没了啊,2019-01-09 07:58:49,2019-01-09 07:58:55
请问厚涂拉丝吗？,2019-10-09 13:15:12,不，挺好的,2019-09-17 20:47:55,2019-09-18 02:42:24
是正品吗朋友们,2019-11-04 00:12:46,是,2019-11-03 20:21:20,2019-11-04 00:12:46
坚持用久了唇纹会淡点吗,2019-10-24 00:05:43,就是特别滋润吧解决了起皮问题,2019-07-29 08:02:03,2019-07-29 08:02:05
每晚都要用吗？,2019-11-28 13:51:25,可以隔两天，一瓶用好久,2019-11-26 11:11:10,2019-11-26 15:43:29
小样是什么味的,2019-11-19 21:15:42,草莓味,2019-11-19 20:37:11,2019-11-19 21:15:42
这款抹上发亮吗,2019-11-21 18:16:02,这个不能当做润唇膏用哦。就是夜间唇部保养,2019-11-19 00:56:52,2019-11-19 02:14:40
请问盒子外面有密封包装吗？如果外面没有，里面的有密封条吗？,2019-11-22 19:58:06,没有密封条，但是用了是正品,2019-11-22 18:34:30,2019-11-22 19:58:06
有塑封膜吗,2019-11-19 09:25:24,没有,2019-11-11 08:53:01,2019-11-11 09:59:02
品外包装有密封吗？如果外面没有，里面有密封条吗？,2019-11-26 14:15:34,没有的,2019-11-26 13:09:51,2019-11-26 14:15:34
