ask_content,lastAnswerTime,reply_content,replycreatedTime,replymodifiedTime
男生可以用吗？,2019-11-21 20:14:14,可以的，是没有香料的,2019-02-19 18:16:04,2019-02-19 18:16:10
我家儿子13岁，能用这款（无香味）吗？是不是儿童型的更好？,2019-11-22 12:32:24,能啊,2019-02-26 09:22:03,2019-02-26 09:22:05
去年冬天在屈臣氏专柜买的，感觉并不好用，对于嘴唇起皮真的没什么用。,2019-09-22 21:30:25,用了几款了，感觉这款最好用，没有香料味道，而且唇很滋润，用了几天感觉嘴唇像婴儿般水嫩。以后就这款了,2019-09-22 19:18:47,2019-09-22 21:30:25
这个跟DHC比哪个更好用一些？,2019-10-19 04:54:35,个人觉得DHC好用，滋润时间长一点。,2019-05-17 07:32:28,2019-05-17 07:32:35
为什么唇膏用了一半变黑,2018-07-10 12:34:18,不晓得哇,2018-07-10 12:34:18,2018-07-10 12:34:45
学生可以用吗（初一）,2019-11-27 07:01:49,可以用,2019-11-27 06:58:17,2019-11-27 07:01:49
能日常用吗,2019-11-09 20:58:55,日常用,2019-11-09 20:07:47,2019-11-09 20:58:55
无香料的有没有味道,2019-11-27 21:20:58,没有味道,2019-11-27 12:19:59,2019-11-27 14:15:30
孕妇可以用吗？,2019-11-28 15:24:38,这款无添加的，买给小孩用的,2019-11-27 14:08:41,2019-11-27 14:28:06
这款和贺本清小甘菊比哪个好用,2019-11-23 22:54:50,这款好用,2019-11-23 20:34:17,2019-11-23 22:54:50
亲，请问一下有蜂蜜唇膏有几种味道？,2019-11-27 09:40:22,滋润就好,2019-11-27 09:17:30,2019-11-27 09:40:22
男生推荐这个蜂蜜无香料的还是那个薄荷经典款的,2019-11-17 12:52:18,个人喜欢。我是比较喜欢无香料的，薄荷涂在嘴唇有点火辣辣的感觉😂,2019-11-16 23:24:56,2019-11-17 12:52:18
这一些有什么区别,2019-11-27 14:03:39,香精吧,2019-11-27 12:22:29,2019-11-27 14:03:39
请问孕妇可以用吗？,2019-11-27 10:54:03,可以吧,2019-11-25 21:53:03,2019-11-25 23:57:41
一般一支能用多长时间,2019-11-26 16:05:51,看你使用频率了，我一只得一年,2019-11-26 14:08:17,2019-11-26 16:05:51
可以遮住唇色嘛,2019-11-21 16:46:19,不能，这是润唇膏,2019-11-03 16:50:00,2019-11-03 19:25:12
请问哺乳期能用吗,2019-11-26 16:12:22,孕期在用,2019-11-26 14:07:11,2019-11-26 16:12:22
孕妇可以吗,2019-11-26 16:05:13,我是孕妇我用了,2019-11-26 14:09:08,2019-11-26 16:05:13
涂完之后嘴巴会很干吗？,2019-11-26 14:06:01,不,2019-11-22 22:22:22,2019-11-22 23:30:25
男的能不能用,2019-11-27 07:04:17,可以的，而且很润,2019-11-27 06:57:40,2019-11-27 07:04:17
唇膏下标签\n是贴上去的嘛?,2019-11-26 00:00:12,没注意,2019-11-10 19:57:50,2019-11-10 21:13:00
膏体有一种味道正常吗 不是很重的味道,2019-11-21 16:47:28,有香味的就那样,2019-11-21 16:26:38,2019-11-21 16:47:27
是自营的不,2019-10-22 13:37:34,自营店,2019-10-17 07:45:20,2019-10-17 08:48:48
小孩能用吗,2019-11-27 23:18:02,可以，我家一岁用这个,2019-11-27 19:44:31,2019-11-27 23:18:02
这个有添加剂或者激素什么类的  对人体有害的有吗,2019-11-16 14:09:04,一支你们每天用能用多久,2019-11-16 12:53:49,2019-11-16 14:09:04
天然的和精油有什么区别，哪个不油,2019-09-20 02:26:14,不错，用了嘴唇再也不掉皮了，嘴唇变润了，变光滑了,2019-09-19 23:24:34,2019-09-20 02:26:14
用完会浮油吗？,2019-11-26 15:44:49,不会,2019-11-26 14:07:33,2019-11-26 15:44:49
这个可以用来打底吗,2019-11-25 22:51:10,可以啊,2019-11-20 16:59:38,2019-11-20 17:11:11
涂了它可以亲范冰冰么？,2019-09-21 13:59:58,有钱就可以,2019-09-21 12:06:53,2019-09-21 13:59:58
这个能用两个冬天吗？,2019-11-24 19:55:50,看你怎么用,2019-11-20 16:57:38,2019-11-20 17:15:03
你好可以送个手提袋,2019-11-27 09:31:19,没有，就纸箱加防破膜,2019-11-21 21:28:28,2019-11-21 21:51:18
适合打底吗,2017-11-12 06:44:28,可以,2017-11-12 06:44:28,2017-11-12 06:44:35
这个可以吃吗,2019-11-28 00:04:59,你试一下才能知道,2019-11-27 22:55:29,2019-11-28 00:04:59
请问这润唇膏母乳期可以用吗？,2019-11-27 22:32:49,可以,2019-11-26 21:01:09,2019-11-26 21:21:49
我想问一下，这个保质期有多久啊？,2019-11-27 14:10:01,两年没点问题,2019-11-27 12:21:20,2019-11-27 14:10:01
你们用完有得唇炎的么？我用后嘴唇立即变干了。,2019-10-31 22:25:20,没有,2018-03-30 07:39:45,2018-03-30 07:40:10
吐了这款唇膏吃东西或者喝水对健康有影响吗？,2019-11-26 23:42:26,影响不大,2019-11-25 19:31:23,2019-11-25 20:14:30
涂上去有变色的吗,2018-08-13 16:34:07,没有，无色,2018-08-02 12:04:04,2018-08-02 12:04:25
现在买是新款吗?（无香料）,2019-11-28 11:17:04,是的，而且很好用,2019-11-28 09:45:01,2019-11-28 11:17:04
男生可用吗？,2019-01-25 04:17:57,当然可以啊！我还买多一个多给男票！,2019-01-25 04:17:57,2019-01-25 04:18:00
孕期可以使用吗,2019-11-26 12:52:13,可以呀,2019-11-24 18:44:33,2019-11-25 00:13:31
这款不用卸妆水卸的吧？,2019-09-27 07:30:32,不用想辣么多，吃饭不用擦的,2019-09-27 07:17:05,2019-09-27 07:30:32
是不是哑光的？,2017-11-07 18:03:28,光泽感,2017-09-23 12:29:45,2018-01-10 10:11:00
这个涂上去会变色的嘛？,2018-01-31 08:32:47,不会,2018-01-31 08:32:47,2018-01-31 08:32:50
得唇炎的能用吗,2019-09-28 10:59:56,挺好用的。我一直用这款，曼秀雷敦太经典了,2019-09-28 09:49:42,2019-09-28 10:59:55
怎么样？够润吗？,2017-12-08 09:07:28,滋润的,2017-12-08 09:07:28,2017-12-08 09:07:55
是正品吗,2017-11-07 18:03:46,是的,2017-11-02 22:30:03,2017-11-02 22:30:05
无香味唇膏管是淡黄色还是纯白色的,2018-11-20 16:16:33,淡黄色的,2018-11-20 16:16:33,2018-11-20 16:16:35
可以给口红打底吗？,2018-12-21 05:11:02,可以打底，蜂蜡唇膏，没有无味型的，打底最好了，如果你口红有淡淡香味，这款唇膏不会掩盖口红的味道，我就是买来打底用的,2018-10-06 08:33:07,2018-10-06 13:31:54
这款唇膏涂着会不会有厚重感？,2018-08-13 16:32:30,不会,2018-08-13 16:32:30,2018-08-13 16:32:55
这个唇膏壳紧吗，会不会很松？我好几支唇膏掉在地上，那个壳就开了 唇膏就脏了,2019-05-11 13:52:50,很紧的,2019-05-11 13:52:44,2019-05-11 13:52:50
是舒淇代言的那个吗？,2018-01-31 08:33:38,不知道，老婆一直用这个,2018-01-31 08:33:38,2018-01-31 08:33:50
孩纸能用吗,2018-03-12 18:03:14,可以,2018-03-12 18:03:14,2018-03-12 18:03:25
可以让嘴唇变小？,2019-04-06 07:05:45,可以啊,2019-04-03 17:45:08,2019-04-03 17:45:15
好用吗？是正品吗,2019-08-11 00:55:08,我在用，是正品，非常滋润保湿！,2018-04-11 01:27:31,2018-04-11 01:27:50
是正品吗 好用不,2018-12-13 16:19:22,好用,2018-01-18 15:13:06,2018-01-18 15:13:10
为什么我涂上去就是油腻，过一会儿好了就还是干？没什么用处,2018-03-19 12:54:27,还好吧，刚开始我的也很干，用多几次就好了。,2017-12-23 12:20:16,2017-12-25 22:24:18
能涂了这个润唇膏，再涂口红吗？还有我是初一学生，能用吗？,2019-06-24 16:12:45,最好等稍微晾一小会再涂口红喔！另外爱美是人的天性，只要是合理的方式都是不该被指责的鸭！小妹妹不要太在意那些评论啦！,2019-06-24 16:12:40,2019-06-24 16:12:45
孕妇可以用吗,2017-11-27 12:35:19,应该可以,2017-11-27 12:35:19,2017-11-27 12:35:30
男的用这款可以吗？,2018-12-28 13:59:53,可以,2018-12-28 13:59:53,2018-12-28 13:59:55
可以在上面再涂带色的口红吗,2019-06-07 23:27:30,可以滴,2019-06-07 23:27:24,2019-06-07 23:27:30
男生用可以？,2018-01-18 19:36:11,当然,2018-01-18 19:36:11,2018-01-18 19:36:20
有荧光剂吗,2018-03-10 17:49:57,没有,2018-03-10 17:49:57,2018-03-10 17:50:00
请问会很油吗？,2018-07-23 02:02:55,不会,2018-07-10 12:31:18,2018-07-10 12:31:25
会过敏吗？,2018-06-04 10:15:14,不会啊，不知道别人会不会,2018-06-04 10:15:14,2018-06-04 10:15:40
无香料 会不会有一股奇怪的味道,2018-06-28 01:49:26,没有，很好的，一直用几年了,2018-06-22 14:08:33,2018-06-22 14:08:50
涂上去油吗,2018-04-18 20:56:00,还可以,2018-04-18 20:56:00,2018-04-18 20:56:05
像我这样可爱的男孩子可以用吗,2019-04-30 18:20:25,可以的呀，因为像我这样可爱的女孩子正在用,2019-04-30 18:20:23,2019-04-30 18:20:25
这款唇膏和同品牌薄荷的那款对比，会不会涂抹上去比较油？,2019-06-07 23:27:15,不会了，挺好用的,2019-06-07 23:27:10,2019-06-07 23:27:15
你们用起来什么味的，我的有点柴油味。放在电脑桌上一年了，16年12份的，有点担心,2018-03-31 19:41:41,我都买无味的 看个人喜好。实在太久不舒服就买新的吧,2018-03-28 14:11:39,2018-03-28 14:12:05
可以食用吗？吃饭的时候要不要擦掉,2018-03-01 18:15:31,可以吃,2018-03-01 18:15:31,2018-03-01 18:15:40
最近发的货是什么时候过期？货新吗？,2018-02-18 15:33:10,2021年的,2018-02-18 15:33:10,2018-02-18 15:33:25
涂了这个怎样喝水，吃进肚子怕不怕？？？,2018-02-16 17:43:08,食品级的。,2018-02-16 17:43:08,2018-02-16 17:43:25
嘴起皮能起到好的效果吗？,2018-06-22 14:23:09,能啊 但得坚持用，平时包包里随身带一支,2018-06-22 14:23:09,2018-06-22 14:23:25
好不好不好用啊,2019-03-15 10:09:00,好用,2019-03-15 10:08:56,2019-03-15 10:09:00
到底好不好用,2018-01-16 10:58:40,好用啊,2018-01-13 20:52:14,2018-01-13 20:52:20
哺乳期妇女可以用吗,2017-12-01 19:07:11,可以，我就是哺乳，怀孕也用,2017-12-01 19:07:11,2017-12-01 19:07:25
儿童可以用吗？,2017-12-01 19:09:23,可以，不刺激,2017-12-01 19:09:23,2017-12-01 19:09:25
和黄色包装的无香料比哪个好,2018-01-19 21:32:52,差不多～,2018-01-19 21:32:52,2018-01-19 21:32:55
买哪一款呢，有推荐的么『。』,2019-05-19 10:59:05,都可以,2019-05-15 20:12:41,2019-05-15 20:12:45
有男士没味道的吗？,2019-05-21 19:56:00,没有味道,2019-05-21 19:55:55,2019-05-21 19:56:00
涂完会变美嘛？,2019-04-18 08:31:45,很美,2019-04-18 08:31:43,2019-04-18 08:31:45
质量怎么样，保湿效果好吗？,2017-12-20 14:39:33,不错，就是不持久,2017-12-20 14:39:33,2017-12-20 14:39:35
正品吗，特价会不会担心商品有问题,2018-01-31 08:34:43,不会啊，用了几年自营都没有买到过假货,2018-01-31 08:34:43,2018-01-31 08:34:50
好不好用啊,2019-03-21 12:04:30,一般吧。还好。,2019-03-21 12:04:26,2019-03-21 12:04:30
味道好不好吃？,2019-04-22 19:56:45,你吃完告诉我一下,2019-04-22 19:56:39,2019-04-22 19:56:45
你们买的有没有一股过期油的味道这是正常现象吗,2018-01-10 13:10:34,有油味，不知为什么会这样？,2018-01-10 13:10:34,2018-01-10 13:10:50
这个油不油,2018-11-24 20:56:04,还行把,2018-11-24 20:56:04,2018-11-24 20:56:10
亲，无香料的味道好闻吗,2019-01-16 22:22:52,没有味道,2019-01-16 22:22:52,2019-01-16 22:22:55
好不好用啊,2019-03-14 17:23:00,挺好用的，很滋润没什么味道,2019-03-14 14:46:27,2019-03-14 14:46:30
屈臣氏有得买吗,2019-03-15 10:05:50,有的,2019-03-15 09:26:06,2019-03-15 09:26:10
男生可以用吗,2019-03-15 10:08:15,无色无味可以,2019-03-15 10:08:10,2019-03-15 10:08:15
可以淡唇纹吗？,2019-05-19 10:50:30,没这功效。,2019-05-19 10:50:27,2019-05-19 10:50:30
会不会看起来有明显的涂过唇膏的那种光亮感？,2018-06-22 14:20:25,刚开始有一点明显，很快没了,2018-02-08 10:53:56,2018-02-08 11:27:38
请问是精油无香料好呢？还天然无香料好呢？,2019-08-06 20:00:52,无香呀,2019-08-06 17:51:09,2019-08-06 20:00:52
孕妇可以用吗,2019-05-17 21:23:00,应该可以,2019-05-17 21:22:57,2019-05-17 21:23:00
这款润唇膏盖子里有凹槽吗,2018-06-22 14:22:11,我用的没有 已经买了好几只这个了,2018-06-22 14:22:11,2018-06-22 14:22:35
像我这样全国排名前三的帅哥可以用吗，我也想拥有烈焰红唇,2018-04-15 06:53:37,可以,2018-04-15 06:53:37,2018-04-15 06:53:40
哪款卖的好,2019-03-14 17:22:05,无香,2019-03-14 17:21:58,2019-03-14 17:22:05
一岁宝宝可以用吗？,2018-01-18 15:10:17,宝宝用宝宝款的比较好,2018-01-18 15:10:17,2018-01-18 15:10:20
保湿效果怎么样,2019-03-20 09:28:50,还可以，不错,2019-03-20 09:28:44,2019-03-20 09:28:50
屁股干能用吗？,2018-01-31 08:34:21,哈哈哈哈，服了,2018-01-31 08:34:21,2018-01-31 08:34:30
好不好用啊,2019-03-15 10:06:45,好用,2019-03-15 10:06:39,2019-03-15 10:06:45
这个有么有颜色的啊,2019-03-15 10:06:15,无色无味,2019-03-15 10:06:09,2019-03-15 10:06:15
请问无香款里含薄荷吗？冬天用不喜欢薄荷凉凉的感觉,2019-03-15 10:07:05,没有的,2019-03-15 10:07:01,2019-03-15 10:07:05
涂完润唇膏，再涂口红好上色吗,2019-03-14 17:21:10,没有直接涂口红，保持度持久,2019-02-21 07:57:49,2019-02-21 07:57:55
屈臣氏能买到吗,2019-03-15 10:07:40,可以的,2019-03-15 10:07:36,2019-03-15 10:07:40
谁能回答这款唇膏没有生产日期也没有限用日期，能信任吗？不敢用,2018-01-10 13:54:19,有啊，在管底,2018-01-10 13:54:19,2018-01-10 13:54:35
这款儿童可以用吗，真的是食品级吗,2019-09-23 21:33:57,小孩子没用过，大人用这挺好,2019-09-23 18:18:21,2019-09-23 21:33:57
这个防晒吗,2018-07-31 15:55:24,这款没有防晒功能，水果款的，比这款便宜几块，但是防晒，防晒款滋润度没有这款好，但也不错,2018-07-31 15:55:24,2018-07-31 15:55:40
问一下大家，无色润唇膏要卸妆吗,2018-08-06 08:31:43,不用,2018-08-06 08:31:43,2018-08-06 08:32:00
有薄荷的凉凉的感觉吗,2019-02-16 22:15:57,没有，无色无味的😂,2019-02-16 22:15:56,2019-02-16 22:16:00
效果怎么样,2018-08-07 06:58:35,还可以的😄,2018-08-07 06:58:35,2018-08-07 06:58:40
合肥，请问保质期到什么时候,2019-09-14 13:21:26,我买的到2023年,2019-09-14 11:29:16,2019-09-14 13:21:26
孕妇可以使用吗,2019-07-16 08:32:05,应该可以吧,2019-07-16 08:32:00,2019-07-16 08:32:05
这个好用吗,2018-09-27 08:48:58,还行,2018-09-27 08:48:58,2018-09-27 08:49:10
你们用的是哪一种？男士可以用吗？,2018-01-18 15:09:17,可以，无色的,2018-01-18 15:09:17,2018-01-18 15:09:20
这个有颜色的吗？,2019-03-07 12:00:53,没有哦,2019-03-07 12:00:53,2019-03-07 12:01:00
这款唇膏没有用过，滋润吗？,2019-03-09 18:08:44,凑合吧，油油的，却不润,2019-03-09 18:08:44,2019-03-09 18:08:50
能淡化唇纹吗,2019-02-25 14:05:20,没觉得，一般,2019-02-25 14:05:20,2019-02-27 09:29:09
