ask_content,lastAnswerTime,reply_content,replycreatedTime,replymodifiedTime
效果怎么样？卖家别说话！,2019-11-24 21:41:58,去黑头很好，用了十几年了,2019-11-24 18:40:56,2019-11-24 21:41:58
敷完用不用洗脸？,2019-11-26 00:04:53,要洗吧，不然脸会很黑诶,2019-11-10 08:53:47,2019-11-10 09:47:15
用洗面奶在用这个有影响？,2019-11-22 19:32:23,没有吧，本来就该洗干净脸再用,2019-11-13 11:08:05,2019-11-13 13:24:34
为什么用第一个液体皮肤蛰,2019-11-20 18:21:17,说明你那个脸，很长时间，也没有洗，或者就没洗干净。首先要把脸打理干净，肤质改善好，然后再用这个去黑头的，根本就不会刺激。我大概有一个月没有好好洗过脸，然后去洗完，用那个修复面霜，就是蜇疼发红，疼了我一天，第2天第3天，就不疼了，第4天第5天就好了，然后买了这个去黑头的，用的时候，是一点不良感觉都没有的，当然这是我的情况。,2019-11-11 11:21:55,2019-11-11 13:21:03
效果怎么样,2019-11-22 19:51:18,可以一次性做2次，这样拉出的粉刺黑头比较干净。,2019-11-22 14:14:37,2019-11-22 15:16:20
他的这个收缩毛孔水有用嘛，效果如何,2019-11-18 10:20:30,有点用,2019-09-22 00:12:22,2019-09-22 01:36:14
请问这个有依赖性吗,2019-10-11 02:47:25,没有吧,2019-10-10 22:41:56,2019-10-11 02:47:25
女的可以用吗？,2019-10-17 09:28:31,当然可以用了,2019-10-17 08:06:07,2019-10-17 09:28:31
用了一段时间，你们有没有发现毛孔明显变大了,2019-11-18 15:00:58,不是经常用，没这样的事,2019-10-09 22:42:01,2019-10-10 03:20:25
怎么会有刺痛的感觉，你们有觉得吗？,2019-10-15 19:30:24,我也有,2019-10-15 16:28:22,2019-10-15 19:30:24
够用几次的,2019-11-28 15:28:32,5,2019-11-28 09:15:51,2019-11-28 10:18:24
导出液敷多久,2019-11-21 13:05:28,十分钟,2019-11-21 12:08:15,2019-11-21 13:05:28
问一下送那个毛孔收缩液么,2019-10-22 11:31:48,三合一套装呀，这是。,2019-10-16 00:13:05,2019-10-16 01:29:24
单买去黑头面膜可以吗？还是要拍别的一起用？,2019-10-17 10:11:08,单买去黑头膜，那你用之前，要用热毛巾热敷，五六分钟后再用去黑头膜,2019-10-14 00:07:37,2019-10-14 04:41:39
会不会使毛孔粗大,2019-11-26 00:11:23,不会，真心好,2019-11-25 23:38:08,2019-11-26 00:11:23
能去鼻头吗,2019-09-27 19:27:14,能点  但不多  还有点弄不掉,2019-09-27 19:02:50,2019-09-27 19:27:14
导出液用时有刺痛感，正常吗？,2019-07-14 21:00:05,我也会有一点,2019-05-28 20:44:20,2019-05-28 20:44:25
这个去黑头效果好吗？？求解,2019-07-03 22:44:40,不错的 效果显著 也可能因人而异吧,2018-10-01 18:20:42,2018-10-01 18:20:50
黑头面膜用完有没有洗一下再用收缩毛孔的,2019-09-12 14:55:21,我是洗了的,2019-09-11 20:25:07,2019-09-12 14:55:21
